"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.263733101E1	-5.754089355E-2	9.680328369E0	2.586364746E-2	9.680533932E0
2.264132881E1	-6.233215332E-2	9.685119629E0	2.346801758E-2	9.685348640E0
2.264532662E1	-6.472778320E-2	9.682723999E0	2.586364746E-2	9.682974887E0
2.264932442E1	-6.233215332E-2	9.675552368E0	1.628112793E-2	9.675766843E0
2.265332222E1	-6.233215332E-2	9.673156738E0	9.094238281E-3	9.673361840E0
2.265732002E1	-6.233215332E-2	9.677932739E0	9.094238281E-3	9.678137740E0
2.266131783E1	-6.472778320E-2	9.680328369E0	4.318237305E-3	9.680545732E0
2.266531563E1	-5.754089355E-2	9.682723999E0	9.094238281E-3	9.682899240E0
2.266931343E1	-5.276489258E-2	9.682723999E0	1.922607422E-3	9.682867957E0
2.267331123E1	-5.754089355E-2	9.685119629E0	-5.264282227E-3	9.685291988E0
2.267730904E1	-5.754089355E-2	9.680328369E0	-7.659912109E-3	9.680502413E0
2.268133736E1	-5.754089355E-2	9.675552368E0	-1.005554199E-2	9.675728691E0
2.268533516E1	-5.514526367E-2	9.675552368E0	-1.245117188E-2	9.675717527E0
2.268933296E1	-5.993652344E-2	9.670761108E0	-1.484680176E-2	9.670958237E0
2.269333077E1	-5.754089355E-2	9.677932739E0	-1.963806152E-2	9.678123719E0
2.269732857E1	-5.036926270E-2	9.682723999E0	-1.724243164E-2	9.682870360E0
2.270132637E1	-4.557800293E-2	9.687515259E0	-2.201843262E-2	9.687647498E0
2.270532417E1	-5.036926270E-2	9.687515259E0	-2.201843262E-2	9.687671225E0
2.270932198E1	-5.276489258E-2	9.685119629E0	-2.201843262E-2	9.685288389E0
2.271331978E1	-6.472778320E-2	9.689910889E0	-2.441406250E-2	9.690157830E0
2.271731758E1	-5.754089355E-2	9.692306519E0	-2.441406250E-2	9.692508068E0
2.272131538E1	-5.514526367E-2	9.687515259E0	-3.399658203E-2	9.687731863E0
2.272531319E1	-5.514526367E-2	9.685119629E0	-4.118347168E-2	9.685364180E0
2.272931099E1	-5.754089355E-2	9.677932739E0	-4.357910156E-2	9.678201909E0
2.273333931E1	-5.993652344E-2	9.670761108E0	-4.597473145E-2	9.671056120E0
2.273733711E1	-6.951904297E-2	9.675552368E0	-4.357910156E-2	9.675900251E0
2.274133492E1	-5.993652344E-2	9.677932739E0	-3.878784180E-2	9.678196061E0
2.274533272E1	-5.754089355E-2	9.677932739E0	-2.441406250E-2	9.678134588E0
2.274933052E1	-6.233215332E-2	9.680328369E0	-2.441406250E-2	9.680559833E0
2.275332832E1	-5.754089355E-2	9.682723999E0	-2.680969238E-2	9.682932085E0
2.275732613E1	-5.276489258E-2	9.680328369E0	-2.441406250E-2	9.680502958E0
2.276132393E1	-5.276489258E-2	9.680328369E0	-2.441406250E-2	9.680502958E0
2.276532173E1	-5.036926270E-2	9.677932739E0	-2.441406250E-2	9.678094607E0
2.276931954E1	-5.993652344E-2	9.680328369E0	-3.160095215E-2	9.680565497E0
2.277331734E1	-5.993652344E-2	9.687515259E0	-2.920532227E-2	9.687744692E0
2.277731514E1	-5.754089355E-2	9.680328369E0	-3.399658203E-2	9.680559078E0
2.278134346E1	-5.276489258E-2	9.687515259E0	-2.441406250E-2	9.687689718E0
2.278534126E1	-4.557800293E-2	9.685119629E0	-2.201843262E-2	9.685251901E0
2.278933907E1	-4.797363281E-2	9.682723999E0	-2.680969238E-2	9.682879957E0
2.279333687E1	-6.472778320E-2	9.680328369E0	-2.680969238E-2	9.680581893E0
2.279733467E1	-5.514526367E-2	9.682723999E0	-2.680969238E-2	9.682918145E0
2.280133248E1	-6.233215332E-2	9.675552368E0	-2.201843262E-2	9.675778198E0
2.280533028E1	-6.472778320E-2	9.670761108E0	-2.441406250E-2	9.671008538E0
2.280932808E1	-6.712341309E-2	9.673156738E0	-1.484680176E-2	9.673401018E0
2.281332588E1	-5.993652344E-2	9.675552368E0	-1.484680176E-2	9.675749400E0
2.281732368E1	-5.754089355E-2	9.682723999E0	-1.724243164E-2	9.682910322E0
2.282132149E1	-5.276489258E-2	9.685119629E0	-1.484680176E-2	9.685274740E0
2.282531929E1	-5.036926270E-2	9.682723999E0	-2.201843262E-2	9.682880042E0
2.282934761E1	-5.036926270E-2	9.685119629E0	-1.963806152E-2	9.685270515E0
2.283334541E1	-4.557800293E-2	9.687515259E0	-1.245117188E-2	9.687630478E0
2.283734322E1	-5.993652344E-2	9.687515259E0	-2.868652344E-3	9.687701095E0
2.284134102E1	-6.472778320E-2	9.689910889E0	-7.659912109E-3	9.690130102E0
2.284533882E1	-6.233215332E-2	9.687515259E0	-4.730224609E-4	9.687715799E0
2.284933663E1	-6.951904297E-2	9.687515259E0	6.698608398E-3	9.687767011E0
2.285333443E1	-5.993652344E-2	9.689910889E0	1.388549805E-2	9.690106203E0
2.285733223E1	-6.472778320E-2	9.689910889E0	9.094238281E-3	9.690131342E0
2.286133003E1	-6.712341309E-2	9.677932739E0	1.148986816E-2	9.678172331E0
2.286532784E1	-6.233215332E-2	9.677932739E0	1.388549805E-2	9.678143428E0
2.286932564E1	-5.993652344E-2	9.677932739E0	2.107238770E-2	9.678141275E0
2.287332344E1	-5.993652344E-2	9.682723999E0	3.303527832E-2	9.682965855E0
2.287732124E1	-6.472778320E-2	9.680328369E0	2.586364746E-2	9.680579319E0
2.288134956E1	-6.472778320E-2	9.675552368E0	2.825927734E-2	9.675810142E0
2.288534737E1	-6.712341309E-2	9.668365479E0	3.543090820E-2	9.668663399E0
2.288934517E1	-5.754089355E-2	9.675552368E0	3.782653809E-2	9.675797405E0
2.289334297E1	-5.754089355E-2	9.670761108E0	3.543090820E-2	9.670997194E0
2.289734078E1	-5.514526367E-2	9.673156738E0	4.022216797E-2	9.673397547E0
2.290133858E1	-6.472778320E-2	9.673156738E0	4.501342773E-2	9.673478029E0
2.290533638E1	-6.951904297E-2	9.668365479E0	4.740905762E-2	9.668731641E0
2.290933418E1	-6.472778320E-2	9.665969849E0	5.459594727E-2	9.666340751E0
2.291333199E1	-6.233215332E-2	9.668365479E0	5.937194824E-2	9.668748696E0
2.291732979E1	-6.233215332E-2	9.675552368E0	6.176757812E-2	9.675950298E0
2.292132759E1	-5.754089355E-2	9.682723999E0	6.895446777E-2	9.683140488E0
2.292532539E1	-5.993652344E-2	9.680328369E0	6.895446777E-2	9.680759497E0
2.292932320E1	-5.036926270E-2	9.680328369E0	6.895446777E-2	9.680704991E0
2.293335152E1	-5.276489258E-2	9.680328369E0	8.093261719E-2	9.680810480E0
2.293734932E1	-4.557800293E-2	9.682723999E0	8.331298828E-2	9.683189684E0
2.294134712E1	-4.797363281E-2	9.692306519E0	8.570861816E-2	9.692804191E0
2.294534493E1	-5.036926270E-2	9.692306519E0	8.331298828E-2	9.692795457E0
2.294934273E1	-4.797363281E-2	9.685119629E0	9.529113770E-2	9.685707207E0
2.295334053E1	-5.754089355E-2	9.673156738E0	9.768676758E-2	9.673821114E0
2.295733833E1	-5.754089355E-2	9.673156738E0	9.768676758E-2	9.673821114E0
2.296133614E1	-5.754089355E-2	9.675552368E0	1.072540283E-1	9.676317895E0
2.296533394E1	-6.712341309E-2	9.680328369E0	1.072540283E-1	9.681155216E0
2.296933174E1	-5.993652344E-2	9.680328369E0	1.096496582E-1	9.681134891E0
2.297332955E1	-5.754089355E-2	9.680328369E0	1.168365479E-1	9.681204422E0
2.297732735E1	-7.191467285E-2	9.677932739E0	1.192321777E-1	9.678934349E0
2.298135567E1	-6.712341309E-2	9.673156738E0	1.168365479E-1	9.674095183E0
2.298535347E1	-7.191467285E-2	9.670761108E0	1.192321777E-1	9.671763461E0
2.298935127E1	-7.670593262E-2	9.677932739E0	1.240234375E-1	9.679031342E0
2.299334908E1	-7.670593262E-2	9.673156738E0	1.216278076E-1	9.674225468E0
2.299734688E1	-6.951904297E-2	9.675552368E0	1.264190674E-1	9.676627941E0
2.300134468E1	-5.993652344E-2	9.677932739E0	1.383819580E-1	9.679107607E0
2.300534248E1	-6.472778320E-2	9.677932739E0	1.383819580E-1	9.679138462E0
2.300934029E1	-6.712341309E-2	9.677932739E0	1.431732178E-1	9.679224464E0
2.301333809E1	-6.712341309E-2	9.677932739E0	1.407775879E-1	9.679189325E0
2.301733589E1	-6.233215332E-2	9.677932739E0	1.383819580E-1	9.679122738E0
2.302133370E1	-5.993652344E-2	9.675552368E0	1.407775879E-1	9.676762080E0
2.302533150E1	-5.993652344E-2	9.673156738E0	1.431732178E-1	9.674401906E0
2.302932930E1	-5.993652344E-2	9.675552368E0	1.455688477E-1	9.676832969E0
2.303335762E1	-6.233215332E-2	9.677932739E0	1.407775879E-1	9.679157284E0
2.303735542E1	-7.191467285E-2	9.675552368E0	1.479644775E-1	9.676950906E0
2.304135323E1	-7.670593262E-2	9.665969849E0	1.527557373E-1	9.667481121E0
2.304535103E1	-6.712341309E-2	9.675552368E0	1.503601074E-1	9.676953412E0
2.304934883E1	-6.712341309E-2	9.670761108E0	1.479644775E-1	9.672125902E0
2.305334664E1	-6.951904297E-2	9.668365479E0	1.479644775E-1	9.669747536E0
2.305734444E1	-7.431030273E-2	9.673156738E0	1.527557373E-1	9.674648191E0
2.306134224E1	-6.712341309E-2	9.680328369E0	1.575469971E-1	9.681843003E0
2.306534004E1	-7.431030273E-2	9.670761108E0	1.551513672E-1	9.672291062E0
2.306933785E1	-6.233215332E-2	9.670761108E0	1.527557373E-1	9.672168321E0
2.307333565E1	-6.233215332E-2	9.677932739E0	1.503601074E-1	9.679301399E0
2.307733345E1	-7.191467285E-2	9.685119629E0	1.527557373E-1	9.686591158E0
2.308136177E1	-6.712341309E-2	9.682723999E0	1.551513672E-1	9.684199582E0
2.308535957E1	-6.472778320E-2	9.682723999E0	1.575469971E-1	9.684221950E0
2.308935738E1	-5.993652344E-2	9.680328369E0	1.527557373E-1	9.681719064E0
2.309335518E1	-6.951904297E-2	9.677932739E0	1.527557373E-1	9.679387859E0
2.309735298E1	-7.431030273E-2	9.682723999E0	1.479644775E-1	9.684139587E0
2.310135078E1	-6.951904297E-2	9.685119629E0	1.503601074E-1	9.686536186E0
2.310534859E1	-6.712341309E-2	9.680328369E0	1.455688477E-1	9.681655498E0
2.310934639E1	-6.712341309E-2	9.687515259E0	1.407775879E-1	9.688770602E0
2.311334419E1	-7.191467285E-2	9.689910889E0	1.359863281E-1	9.691131876E0
2.311734200E1	-6.712341309E-2	9.682723999E0	1.407775879E-1	9.683979963E0
2.312133980E1	-6.472778320E-2	9.682723999E0	1.383819580E-1	9.683929125E0
2.312533760E1	-5.993652344E-2	9.675552368E0	1.383819580E-1	9.676727524E0
2.312936592E1	-5.993652344E-2	9.673156738E0	1.383819580E-1	9.674332186E0
2.313336373E1	-6.472778320E-2	9.682723999E0	1.312103271E-1	9.683829298E0
2.313736153E1	-6.472778320E-2	9.680328369E0	1.288146973E-1	9.681401771E0
2.314135933E1	-5.993652344E-2	9.677932739E0	1.312103271E-1	9.679007730E0
2.314535713E1	-5.993652344E-2	9.682723999E0	1.335906982E-1	9.683831003E0
2.314935494E1	-5.993652344E-2	9.673156738E0	1.312103271E-1	9.674232260E0
2.315335274E1	-5.993652344E-2	9.680328369E0	1.312103271E-1	9.681403094E0
2.315735054E1	-5.993652344E-2	9.680328369E0	1.216278076E-1	9.681277965E0
2.316134834E1	-6.233215332E-2	9.685119629E0	1.120452881E-1	9.685968288E0
2.316534615E1	-6.472778320E-2	9.680328369E0	1.096496582E-1	9.681165739E0
2.316934395E1	-6.951904297E-2	9.675552368E0	1.096496582E-1	9.676423387E0
2.317334175E1	-6.951904297E-2	9.675552368E0	1.120452881E-1	9.676450830E0
2.317737007E1	-6.472778320E-2	9.675552368E0	1.024780273E-1	9.676311542E0
2.318136788E1	-6.712341309E-2	9.682723999E0	9.768676758E-2	9.683449401E0
2.318536568E1	-6.472778320E-2	9.673156738E0	1.000823975E-1	9.673891019E0
2.318936348E1	-5.993652344E-2	9.680328369E0	9.529113770E-2	9.680982911E0
2.319336128E1	-6.233215332E-2	9.680328369E0	8.810424805E-2	9.680929965E0
2.319735909E1	-6.951904297E-2	9.680328369E0	8.570861816E-2	9.680957401E0
2.320135689E1	-6.712341309E-2	9.677932739E0	8.331298828E-2	9.678524098E0
2.320535469E1	-6.233215332E-2	9.687515259E0	7.853698730E-2	9.688034127E0
2.320935249E1	-6.233215332E-2	9.687515259E0	7.614135742E-2	9.688015003E0
2.321335030E1	-6.233215332E-2	9.687515259E0	7.614135742E-2	9.688015003E0
2.321734810E1	-5.514526367E-2	9.677932739E0	7.614135742E-2	9.678389360E0
2.322134590E1	-5.036926270E-2	9.673156738E0	7.374572754E-2	9.673568978E0
2.322537422E1	-5.036926270E-2	9.677932739E0	6.655883789E-2	9.678292682E0
2.322937202E1	-5.276489258E-2	9.682723999E0	6.416320801E-2	9.683080351E0
2.323336983E1	-5.754089355E-2	9.677932739E0	5.937194824E-2	9.678285907E0
2.323736763E1	-5.276489258E-2	9.668365479E0	4.740905762E-2	9.668625692E0
2.324136543E1	-5.993652344E-2	9.663574219E0	4.261779785E-2	9.663854063E0
2.324536324E1	-6.472778320E-2	9.670761108E0	4.261779785E-2	9.671071625E0
2.324936104E1	-5.754089355E-2	9.677932739E0	4.022216797E-2	9.678187376E0
2.325335884E1	-5.993652344E-2	9.675552368E0	3.303527832E-2	9.675794404E0
2.325735664E1	-6.233215332E-2	9.677932739E0	2.586364746E-2	9.678168026E0
2.326135445E1	-5.754089355E-2	9.685119629E0	2.586364746E-2	9.685325091E0
2.326535225E1	-6.472778320E-2	9.685119629E0	2.586364746E-2	9.685370454E0
2.326938057E1	-6.472778320E-2	9.673156738E0	2.107238770E-2	9.673396250E0
2.327337837E1	-6.233215332E-2	9.670761108E0	1.867675781E-2	9.670980019E0
2.327737618E1	-6.472778320E-2	9.675552368E0	1.388549805E-2	9.675778838E0
2.328137398E1	-6.233215332E-2	9.673156738E0	9.094238281E-3	9.673361840E0
2.328537178E1	-5.993652344E-2	9.668365479E0	6.698608398E-3	9.668553578E0
2.328936958E1	-6.233215332E-2	9.670761108E0	9.094238281E-3	9.670966261E0
2.329336739E1	-5.754089355E-2	9.673156738E0	1.148986816E-2	9.673334702E0
2.329736519E1	-5.993652344E-2	9.670761108E0	9.094238281E-3	9.670951117E0
2.330136299E1	-5.993652344E-2	9.675552368E0	1.922607422E-3	9.675738200E0
2.330536080E1	-5.036926270E-2	9.673156738E0	1.922607422E-3	9.673288068E0
2.330935860E1	-4.557800293E-2	9.665969849E0	1.922607422E-3	9.666077496E0
2.331335640E1	-5.036926270E-2	9.665969849E0	6.698608398E-3	9.666103406E0
2.331735420E1	-5.036926270E-2	9.670761108E0	-4.730224609E-4	9.670892291E0
2.332138252E1	-5.276489258E-2	9.677932739E0	-1.484680176E-2	9.678087965E0
2.332538033E1	-5.993652344E-2	9.682723999E0	-2.201843262E-2	9.682934537E0
2.332937813E1	-6.951904297E-2	9.685119629E0	-2.680969238E-2	9.685406232E0
2.333337593E1	-6.951904297E-2	9.677932739E0	-1.963806152E-2	9.678202346E0
2.333737373E1	-6.712341309E-2	9.680328369E0	-1.724243164E-2	9.680576439E0
2.334137154E1	-6.233215332E-2	9.685119629E0	-1.963806152E-2	9.685340117E0
2.334536934E1	-5.754089355E-2	9.687515259E0	-1.963806152E-2	9.687706049E0
2.334936714E1	-6.712341309E-2	9.682723999E0	-2.680969238E-2	9.682993770E0
2.335336495E1	-6.233215332E-2	9.677932739E0	-2.201843262E-2	9.678158514E0
2.335736275E1	-5.993652344E-2	9.673156738E0	-2.441406250E-2	9.673373234E0
2.336136055E1	-5.754089355E-2	9.673156738E0	-2.680969238E-2	9.673365030E0
2.336535835E1	-6.472778320E-2	9.668365479E0	-2.680969238E-2	9.668619316E0
2.336938667E1	-5.993652344E-2	9.670761108E0	-2.441406250E-2	9.670977657E0
2.337338448E1	-5.754089355E-2	9.687515259E0	-2.920532227E-2	9.687730167E0
2.337738228E1	-5.993652344E-2	9.685119629E0	-2.680969238E-2	9.685342192E0
2.338138008E1	-6.951904297E-2	9.680328369E0	-2.441406250E-2	9.680608776E0
2.338537788E1	-6.233215332E-2	9.682723999E0	-1.963806152E-2	9.682944541E0
2.338937569E1	-6.233215332E-2	9.677932739E0	-2.441406250E-2	9.678164260E0
2.339337349E1	-6.712341309E-2	9.677932739E0	-2.920532227E-2	9.678209577E0
2.339737129E1	-6.233215332E-2	9.675552368E0	-2.920532227E-2	9.675797222E0
2.340136910E1	-6.472778320E-2	9.680328369E0	-2.201843262E-2	9.680569809E0
2.340536690E1	-6.233215332E-2	9.677932739E0	-1.963806152E-2	9.678153391E0
2.340936470E1	-6.472778320E-2	9.675552368E0	-2.441406250E-2	9.675799676E0
2.341336250E1	-7.431030273E-2	9.677932739E0	-2.680969238E-2	9.678255157E0
2.341739082E1	-6.951904297E-2	9.682723999E0	-2.920532227E-2	9.683017602E0
2.342138863E1	-6.472778320E-2	9.682723999E0	-2.680969238E-2	9.682977460E0
2.342538643E1	-6.472778320E-2	9.680328369E0	-2.441406250E-2	9.680575555E0
2.342938423E1	-5.754089355E-2	9.675552368E0	-1.724243164E-2	9.675738829E0
2.343338204E1	-5.754089355E-2	9.680328369E0	-1.963806152E-2	9.680519301E0
2.343737984E1	-5.993652344E-2	9.682723999E0	-1.963806152E-2	9.682929416E0
2.344137764E1	-6.472778320E-2	9.682723999E0	-1.484680176E-2	9.682951727E0
2.344537544E1	-5.993652344E-2	9.682723999E0	-1.245117188E-2	9.682917508E0
2.344937325E1	-5.276489258E-2	9.680328369E0	-1.005554199E-2	9.680477394E0
2.345337105E1	-5.754089355E-2	9.675552368E0	-1.245117188E-2	9.675731477E0
2.345736885E1	-5.754089355E-2	9.670761108E0	-4.730224609E-4	9.670932302E0
2.346139717E1	-5.993652344E-2	9.673156738E0	-4.730224609E-4	9.673342437E0
2.346539498E1	-5.993652344E-2	9.673156738E0	1.922607422E-3	9.673342616E0
2.346939278E1	-5.993652344E-2	9.665969849E0	9.094238281E-3	9.666159951E0
2.347339058E1	-6.712341309E-2	9.665969849E0	1.388549805E-2	9.666212882E0
2.347738838E1	-6.712341309E-2	9.668365479E0	1.388549805E-2	9.668608451E0
2.348138618E1	-6.233215332E-2	9.675552368E0	1.628112793E-2	9.675766843E0
2.348538399E1	-6.472778320E-2	9.670761108E0	1.867675781E-2	9.670995757E0
2.348938179E1	-5.276489258E-2	9.673156738E0	2.107238770E-2	9.673323600E0
2.349337959E1	-5.993652344E-2	9.668365479E0	2.346801758E-2	9.668579739E0
2.349737740E1	-5.993652344E-2	9.670761108E0	2.825927734E-2	9.670988129E0
2.350137520E1	-6.233215332E-2	9.670761108E0	2.586364746E-2	9.670996569E0
2.350537300E1	-7.191467285E-2	9.675552368E0	3.543090820E-2	9.675884492E0
2.350940132E1	-5.993652344E-2	9.675552368E0	3.543090820E-2	9.675802880E0
2.351339913E1	-5.754089355E-2	9.675552368E0	3.543090820E-2	9.675788337E0
2.351739693E1	-5.514526367E-2	9.675552368E0	3.782653809E-2	9.675783455E0
2.352139473E1	-5.276489258E-2	9.675552368E0	4.261779785E-2	9.675790099E0
2.352539253E1	-6.233215332E-2	9.685119629E0	4.980468750E-2	9.685448262E0
2.352939034E1	-6.712341309E-2	9.682723999E0	4.980468750E-2	9.683084741E0
2.353338814E1	-6.951904297E-2	9.677932739E0	5.459594727E-2	9.678336413E0
2.353738594E1	-5.754089355E-2	9.673156738E0	6.176757812E-2	9.673525080E0
2.354138374E1	-5.993652344E-2	9.677932739E0	5.937194824E-2	9.678300446E0
2.354538155E1	-6.472778320E-2	9.675552368E0	5.937194824E-2	9.675951030E0
2.354937935E1	-5.514526367E-2	9.665969849E0	6.655883789E-2	9.666356304E0
2.355337715E1	-5.276489258E-2	9.668365479E0	6.895446777E-2	9.668755343E0
2.355740547E1	-6.233215332E-2	9.668365479E0	7.135009766E-2	9.668829669E0
2.356140328E1	-5.754089355E-2	9.675552368E0	7.853698730E-2	9.676042199E0
2.356540108E1	-5.754089355E-2	9.675552368E0	8.331298828E-2	9.676082143E0
2.356939888E1	-5.754089355E-2	9.680328369E0	8.810424805E-2	9.680900301E0
2.357339668E1	-5.754089355E-2	9.685119629E0	9.289550781E-2	9.685736046E0
2.357739449E1	-5.993652344E-2	9.682723999E0	9.768676758E-2	9.683402250E0
2.358139229E1	-6.233215332E-2	9.680328369E0	9.768676758E-2	9.681021916E0
2.358539009E1	-5.993652344E-2	9.677932739E0	9.049987793E-2	9.678541456E0
2.358938789E1	-5.754089355E-2	9.680328369E0	9.529113770E-2	9.680968376E0
2.359338570E1	-5.514526367E-2	9.682723999E0	9.768676758E-2	9.683373779E0
2.359738350E1	-5.514526367E-2	9.680328369E0	1.048736572E-1	9.681053497E0
2.360138130E1	-5.036926270E-2	9.680328369E0	1.120452881E-1	9.681107816E0
2.360540962E1	-5.276489258E-2	9.675552368E0	1.144409180E-1	9.676373003E0
2.360940743E1	-5.754089355E-2	9.685119629E0	1.216278076E-1	9.686054228E0
2.361340523E1	-6.233215332E-2	9.677932739E0	1.192321777E-1	9.678867894E0
2.361740303E1	-6.712341309E-2	9.680328369E0	1.168365479E-1	9.681266119E0
2.362140083E1	-6.951904297E-2	9.687515259E0	1.192321777E-1	9.688498392E0
2.362539864E1	-6.472778320E-2	9.680328369E0	1.288146973E-1	9.681401771E0
2.362939644E1	-6.712341309E-2	9.680328369E0	1.312103271E-1	9.681450255E0
2.363339424E1	-6.712341309E-2	9.677932739E0	1.407775879E-1	9.679189325E0
2.363739205E1	-5.754089355E-2	9.677932739E0	1.455688477E-1	9.679198487E0
2.364138985E1	-5.993652344E-2	9.677932739E0	1.455688477E-1	9.679213025E0
2.364538765E1	-5.993652344E-2	9.677932739E0	1.383819580E-1	9.679107607E0
2.364938545E1	-6.472778320E-2	9.673156738E0	1.312103271E-1	9.674263131E0
2.365341377E1	-7.431030273E-2	9.675552368E0	1.335906982E-1	9.676759898E0
2.365741158E1	-6.472778320E-2	9.673156738E0	1.383819580E-1	9.674363056E0
2.366140938E1	-6.951904297E-2	9.665969849E0	1.383819580E-1	9.667210331E0
2.366540718E1	-6.712341309E-2	9.668365479E0	1.383819580E-1	9.669588727E0
2.366940498E1	-6.233215332E-2	9.665969849E0	1.455688477E-1	9.667266868E0
2.367340279E1	-6.472778320E-2	9.670761108E0	1.455688477E-1	9.672073221E0
2.367740059E1	-6.472778320E-2	9.668365479E0	1.503601074E-1	9.669751231E0
2.368139839E1	-6.712341309E-2	9.670761108E0	1.503601074E-1	9.672162847E0
2.368539620E1	-6.472778320E-2	9.673156738E0	1.503601074E-1	9.674541805E0
2.368939400E1	-6.712341309E-2	9.668365479E0	1.527557373E-1	9.669805111E0
2.369339180E1	-6.951904297E-2	9.665969849E0	1.551513672E-1	9.667464919E0
2.369738960E1	-7.670593262E-2	9.670761108E0	1.503601074E-1	9.672234094E0
2.370141792E1	-7.910156250E-2	9.675552368E0	1.407775879E-1	9.676899763E0
2.370541573E1	-7.431030273E-2	9.677932739E0	1.455688477E-1	9.679312704E0
2.370941353E1	-6.951904297E-2	9.677932739E0	1.431732178E-1	9.679241374E0
2.371341133E1	-6.233215332E-2	9.680328369E0	1.407775879E-1	9.681552611E0
2.371740914E1	-6.233215332E-2	9.675552368E0	1.407775879E-1	9.676777214E0
2.372140694E1	-6.472778320E-2	9.670761108E0	1.407775879E-1	9.672002297E0
2.372540474E1	-5.754089355E-2	9.665969849E0	1.359863281E-1	9.667097618E0
2.372940254E1	-6.233215332E-2	9.670761108E0	1.407775879E-1	9.671986561E0
2.373340035E1	-7.191467285E-2	9.670761108E0	1.407775879E-1	9.672053064E0
2.373739815E1	-6.951904297E-2	9.673156738E0	1.359863281E-1	9.674362328E0
2.374139595E1	-6.712341309E-2	9.665969849E0	1.407775879E-1	9.667227989E0
2.374539375E1	-5.993652344E-2	9.668365479E0	1.407775879E-1	9.669576089E0
2.374942207E1	-6.233215332E-2	9.680328369E0	1.407775879E-1	9.681552611E0
2.375341988E1	-5.993652344E-2	9.677932739E0	1.383819580E-1	9.679107607E0
2.375741768E1	-6.472778320E-2	9.675552368E0	1.407775879E-1	9.676792942E0
2.376141548E1	-6.233215332E-2	9.677932739E0	1.383819580E-1	9.679122738E0
2.376541328E1	-6.472778320E-2	9.687515259E0	1.383819580E-1	9.688719789E0
2.376941109E1	-6.472778320E-2	9.677932739E0	1.335906982E-1	9.679071147E0
2.377340889E1	-6.472778320E-2	9.682723999E0	1.264190674E-1	9.683765564E0
2.377740669E1	-6.233215332E-2	9.682723999E0	1.240234375E-1	9.683718870E0
2.378140450E1	-6.712341309E-2	9.670761108E0	1.192321777E-1	9.671729022E0
2.378540230E1	-6.712341309E-2	9.670761108E0	1.216278076E-1	9.671758852E0
2.378940010E1	-5.754089355E-2	9.673156738E0	1.168365479E-1	9.674033441E0
2.379339790E1	-5.993652344E-2	9.673156738E0	1.144409180E-1	9.674019351E0
2.379742623E1	-6.472778320E-2	9.680328369E0	1.120452881E-1	9.681193169E0
2.380142403E1	-6.951904297E-2	9.682723999E0	1.048736572E-1	9.683541471E0
2.380542183E1	-6.233215332E-2	9.687515259E0	9.768676758E-2	9.688208291E0
2.380941963E1	-5.993652344E-2	9.685119629E0	1.000823975E-1	9.685822170E0
2.381341744E1	-6.472778320E-2	9.685119629E0	1.000823975E-1	9.685853003E0
2.381741524E1	-7.191467285E-2	9.675552368E0	9.768676758E-2	9.676312730E0
2.382141304E1	-6.712341309E-2	9.673156738E0	9.289550781E-2	9.673835662E0
2.382541084E1	-6.712341309E-2	9.673156738E0	9.049987793E-2	9.673812954E0
2.382940865E1	-6.712341309E-2	9.670761108E0	8.570861816E-2	9.671373839E0
2.383340645E1	-6.951904297E-2	9.675552368E0	8.331298828E-2	9.676160787E0
2.383740425E1	-6.712341309E-2	9.670761108E0	7.374572754E-2	9.671275221E0
2.384140206E1	-5.993652344E-2	9.668365479E0	7.614135742E-2	9.668851065E0
2.384543038E1	-5.276489258E-2	9.673156738E0	7.135009766E-2	9.673563782E0
2.384942818E1	-5.993652344E-2	9.670761108E0	6.895446777E-2	9.671192663E0
2.385342598E1	-6.951904297E-2	9.680328369E0	6.895446777E-2	9.680823568E0
2.385742378E1	-6.951904297E-2	9.673156738E0	6.895446777E-2	9.673652304E0
2.386142159E1	-7.431030273E-2	9.675552368E0	6.655883789E-2	9.676066646E0
2.386541939E1	-6.712341309E-2	9.670761108E0	5.459594727E-2	9.671148158E0
2.386941719E1	-5.993652344E-2	9.668365479E0	5.220031738E-2	9.668692170E0
2.387341499E1	-5.993652344E-2	9.675552368E0	5.220031738E-2	9.675878817E0
2.387741280E1	-6.233215332E-2	9.680328369E0	4.980468750E-2	9.680657165E0
2.388141060E1	-5.993652344E-2	9.673156738E0	4.980468750E-2	9.673470638E0
2.388540840E1	-6.233215332E-2	9.670761108E0	4.740905762E-2	9.671078189E0
2.388940620E1	-5.993652344E-2	9.673156738E0	4.261779785E-2	9.673436305E0
2.389343452E1	-6.712341309E-2	9.677932739E0	4.022216797E-2	9.678249092E0
2.389743233E1	-6.712341309E-2	9.675552368E0	2.586364746E-2	9.675819764E0
2.390143013E1	-6.233215332E-2	9.677932739E0	2.825927734E-2	9.678174724E0
2.390542793E1	-5.754089355E-2	9.675552368E0	2.346801758E-2	9.675751926E0
2.390942574E1	-5.754089355E-2	9.677932739E0	2.107238770E-2	9.678126735E0
2.391342354E1	-6.233215332E-2	9.682723999E0	1.628112793E-2	9.682938315E0
2.391742134E1	-5.993652344E-2	9.687515259E0	1.628112793E-2	9.687714351E0
